Date,Scheme,NAV
2024-02-02,Scheme_32,69.34
2024-02-03,Scheme_32,69.38
2024-02-04,Scheme_32,69.31
2024-02-05,Scheme_32,69.33
2024-02-06,Scheme_32,69.4
2024-02-07,Scheme_32,69.15
2024-02-08,Scheme_32,69.12
2024-02-09,Scheme_32,69.11
2024-02-10,Scheme_32,68.83
2024-02-11,Scheme_32,69.09
2024-02-12,Scheme_32,69.18
2024-02-13,Scheme_32,69.44
2024-02-14,Scheme_32,69.61
2024-02-15,Scheme_32,69.11
2024-02-16,Scheme_32,68.88
2024-02-17,Scheme_32,69.4
2024-02-18,Scheme_32,69.65
2024-02-19,Scheme_32,69.19
2024-02-20,Scheme_32,69.35
2024-02-21,Scheme_32,69.12
2024-02-22,Scheme_32,68.51
2024-02-23,Scheme_32,69.03
2024-02-24,Scheme_32,69.07
2024-02-25,Scheme_32,69.15
2024-02-26,Scheme_32,68.8
2024-02-27,Scheme_32,68.47
2024-02-28,Scheme_32,68.01
2024-02-29,Scheme_32,68.46
2024-03-01,Scheme_32,67.99
2024-03-02,Scheme_32,68.49
2024-03-03,Scheme_32,68.22
2024-03-04,Scheme_32,67.87
2024-03-05,Scheme_32,67.87
2024-03-06,Scheme_32,67.68
2024-03-07,Scheme_32,67.73
2024-03-08,Scheme_32,67.49
2024-03-09,Scheme_32,67.42
2024-03-10,Scheme_32,67.21
2024-03-11,Scheme_32,67.49
2024-03-12,Scheme_32,67.66
2024-03-13,Scheme_32,67.76
2024-03-14,Scheme_32,68.09
2024-03-15,Scheme_32,68.19
2024-03-16,Scheme_32,68.26
2024-03-17,Scheme_32,68.25
2024-03-18,Scheme_32,68.05
2024-03-19,Scheme_32,67.86
2024-03-20,Scheme_32,67.92
2024-03-21,Scheme_32,68.25
2024-03-22,Scheme_32,68.44
2024-03-23,Scheme_32,68.63
2024-03-24,Scheme_32,68.32
2024-03-25,Scheme_32,68.49
2024-03-26,Scheme_32,68.39
2024-03-27,Scheme_32,68.47
2024-03-28,Scheme_32,68.65
2024-03-29,Scheme_32,68.33
2024-03-30,Scheme_32,68.39
2024-03-31,Scheme_32,68.48
2024-04-01,Scheme_32,68.8
2024-04-02,Scheme_32,68.67
2024-04-03,Scheme_32,68.67
2024-04-04,Scheme_32,68.74
2024-04-05,Scheme_32,68.61
2024-04-06,Scheme_32,68.47
2024-04-07,Scheme_32,68.31
2024-04-08,Scheme_32,68.3
2024-04-09,Scheme_32,68.84
2024-04-10,Scheme_32,68.83
2024-04-11,Scheme_32,69.0
2024-04-12,Scheme_32,69.03
2024-04-13,Scheme_32,68.96
2024-04-14,Scheme_32,68.97
2024-04-15,Scheme_32,69.22
2024-04-16,Scheme_32,69.22
2024-04-17,Scheme_32,69.19
2024-04-18,Scheme_32,69.14
2024-04-19,Scheme_32,68.87
2024-04-20,Scheme_32,69.2
2024-04-21,Scheme_32,69.08
2024-04-22,Scheme_32,69.54
2024-04-23,Scheme_32,69.64
2024-04-24,Scheme_32,70.08
2024-04-25,Scheme_32,70.04
2024-04-26,Scheme_32,69.84
2024-04-27,Scheme_32,70.17
2024-04-28,Scheme_32,70.02
2024-04-29,Scheme_32,70.43
2024-04-30,Scheme_32,70.62
2024-05-01,Scheme_32,71.08
2024-05-02,Scheme_32,70.81
2024-05-03,Scheme_32,71.12
2024-05-04,Scheme_32,70.91
2024-05-05,Scheme_32,70.22
2024-05-06,Scheme_32,70.5
2024-05-07,Scheme_32,70.52
2024-05-08,Scheme_32,70.83
2024-05-09,Scheme_32,70.88
2024-05-10,Scheme_32,70.91
2024-05-11,Scheme_32,71.37
2024-05-12,Scheme_32,71.43
2024-05-13,Scheme_32,71.31
2024-05-14,Scheme_32,71.3
2024-05-15,Scheme_32,71.37
2024-05-16,Scheme_32,70.53
2024-05-17,Scheme_32,70.7
2024-05-18,Scheme_32,71.13
2024-05-19,Scheme_32,71.14
2024-05-20,Scheme_32,71.03
2024-05-21,Scheme_32,71.17
2024-05-22,Scheme_32,71.71
2024-05-23,Scheme_32,71.87
2024-05-24,Scheme_32,71.95
2024-05-25,Scheme_32,71.86
2024-05-26,Scheme_32,71.56
2024-05-27,Scheme_32,71.58
2024-05-28,Scheme_32,71.61
2024-05-29,Scheme_32,71.06
2024-05-30,Scheme_32,70.86
2024-05-31,Scheme_32,71.22
2024-06-01,Scheme_32,71.17
2024-06-02,Scheme_32,70.45
2024-06-03,Scheme_32,70.95
2024-06-04,Scheme_32,70.7
2024-06-05,Scheme_32,70.58
2024-06-06,Scheme_32,70.92
2024-06-07,Scheme_32,70.72
2024-06-08,Scheme_32,70.15
2024-06-09,Scheme_32,70.23
2024-06-10,Scheme_32,70.49
2024-06-11,Scheme_32,70.37
2024-06-12,Scheme_32,70.35
2024-06-13,Scheme_32,70.02
2024-06-14,Scheme_32,69.74
2024-06-15,Scheme_32,69.67
2024-06-16,Scheme_32,69.88
2024-06-17,Scheme_32,69.93
2024-06-18,Scheme_32,70.26
2024-06-19,Scheme_32,70.77
2024-06-20,Scheme_32,71.06
2024-06-21,Scheme_32,70.6
2024-06-22,Scheme_32,70.54
2024-06-23,Scheme_32,70.82
2024-06-24,Scheme_32,70.8
2024-06-25,Scheme_32,70.34
2024-06-26,Scheme_32,70.19
2024-06-27,Scheme_32,69.53
2024-06-28,Scheme_32,69.47
2024-06-29,Scheme_32,69.28
2024-06-30,Scheme_32,69.19
2024-07-01,Scheme_32,69.57
2024-07-02,Scheme_32,69.19
2024-07-03,Scheme_32,68.99
2024-07-04,Scheme_32,68.67
2024-07-05,Scheme_32,69.01
2024-07-06,Scheme_32,69.37
2024-07-07,Scheme_32,69.5
2024-07-08,Scheme_32,69.61
2024-07-09,Scheme_32,69.27
2024-07-10,Scheme_32,69.35
2024-07-11,Scheme_32,69.03
2024-07-12,Scheme_32,69.07
2024-07-13,Scheme_32,68.98
2024-07-14,Scheme_32,68.82
2024-07-15,Scheme_32,68.85
2024-07-16,Scheme_32,69.08
2024-07-17,Scheme_32,69.63
2024-07-18,Scheme_32,69.81
2024-07-19,Scheme_32,70.52
2024-07-20,Scheme_32,70.6
2024-07-21,Scheme_32,71.15
2024-07-22,Scheme_32,71.3
2024-07-23,Scheme_32,71.4
2024-07-24,Scheme_32,71.37
2024-07-25,Scheme_32,71.48
2024-07-26,Scheme_32,71.62
2024-07-27,Scheme_32,71.22
2024-07-28,Scheme_32,71.45
2024-07-29,Scheme_32,71.02
2024-07-30,Scheme_32,71.25
2024-07-31,Scheme_32,71.45
2024-08-01,Scheme_32,71.9
2024-08-02,Scheme_32,71.66
2024-08-03,Scheme_32,71.39
2024-08-04,Scheme_32,71.74
2024-08-05,Scheme_32,71.44
2024-08-06,Scheme_32,71.1
2024-08-07,Scheme_32,71.19
2024-08-08,Scheme_32,71.19
2024-08-09,Scheme_32,71.26
2024-08-10,Scheme_32,71.44
2024-08-11,Scheme_32,71.62
2024-08-12,Scheme_32,71.62
2024-08-13,Scheme_32,71.65
2024-08-14,Scheme_32,71.65
2024-08-15,Scheme_32,71.68
2024-08-16,Scheme_32,71.29
2024-08-17,Scheme_32,71.54
2024-08-18,Scheme_32,71.87
2024-08-19,Scheme_32,72.08
2024-08-20,Scheme_32,72.27
2024-08-21,Scheme_32,71.99
2024-08-22,Scheme_32,71.59
2024-08-23,Scheme_32,71.86
2024-08-24,Scheme_32,71.89
2024-08-25,Scheme_32,71.96
2024-08-26,Scheme_32,72.04
2024-08-27,Scheme_32,72.14
2024-08-28,Scheme_32,72.35
2024-08-29,Scheme_32,72.34
2024-08-30,Scheme_32,71.79
2024-08-31,Scheme_32,72.02
2024-09-01,Scheme_32,72.21
2024-09-02,Scheme_32,71.84
2024-09-03,Scheme_32,71.51
2024-09-04,Scheme_32,71.8
2024-09-05,Scheme_32,72.15
2024-09-06,Scheme_32,71.37
2024-09-07,Scheme_32,71.53
2024-09-08,Scheme_32,71.48
2024-09-09,Scheme_32,71.52
2024-09-10,Scheme_32,71.58
2024-09-11,Scheme_32,71.37
2024-09-12,Scheme_32,71.59
2024-09-13,Scheme_32,71.4
2024-09-14,Scheme_32,71.65
2024-09-15,Scheme_32,71.96
2024-09-16,Scheme_32,71.72
2024-09-17,Scheme_32,71.48
2024-09-18,Scheme_32,71.54
2024-09-19,Scheme_32,72.01
2024-09-20,Scheme_32,71.85
2024-09-21,Scheme_32,71.75
2024-09-22,Scheme_32,71.86
2024-09-23,Scheme_32,72.08
2024-09-24,Scheme_32,72.26
2024-09-25,Scheme_32,72.29
2024-09-26,Scheme_32,72.22
2024-09-27,Scheme_32,72.34
2024-09-28,Scheme_32,71.4
2024-09-29,Scheme_32,71.98
2024-09-30,Scheme_32,71.94
2024-10-01,Scheme_32,72.02
2024-10-02,Scheme_32,72.67
2024-10-03,Scheme_32,72.46
2024-10-04,Scheme_32,73.18
2024-10-05,Scheme_32,73.43
2024-10-06,Scheme_32,73.58
2024-10-07,Scheme_32,73.79
2024-10-08,Scheme_32,73.56
2024-10-09,Scheme_32,73.09
2024-10-10,Scheme_32,72.75
2024-10-11,Scheme_32,73.1
2024-10-12,Scheme_32,72.84
2024-10-13,Scheme_32,72.36
2024-10-14,Scheme_32,72.36
2024-10-15,Scheme_32,72.55
2024-10-16,Scheme_32,72.58
2024-10-17,Scheme_32,72.78
2024-10-18,Scheme_32,73.15
2024-10-19,Scheme_32,73.34
2024-10-20,Scheme_32,73.31
2024-10-21,Scheme_32,73.17
2024-10-22,Scheme_32,73.42
2024-10-23,Scheme_32,73.53
2024-10-24,Scheme_32,73.29
2024-10-25,Scheme_32,73.7
2024-10-26,Scheme_32,73.8
2024-10-27,Scheme_32,74.01
2024-10-28,Scheme_32,73.91
2024-10-29,Scheme_32,74.27
2024-10-30,Scheme_32,73.82
2024-10-31,Scheme_32,74.34
2024-11-01,Scheme_32,73.78
2024-11-02,Scheme_32,73.39
2024-11-03,Scheme_32,73.48
2024-11-04,Scheme_32,73.34
2024-11-05,Scheme_32,73.26
2024-11-06,Scheme_32,73.12
2024-11-07,Scheme_32,72.91
2024-11-08,Scheme_32,73.03
2024-11-09,Scheme_32,73.03
2024-11-10,Scheme_32,73.32
2024-11-11,Scheme_32,73.36
2024-11-12,Scheme_32,73.26
2024-11-13,Scheme_32,73.51
2024-11-14,Scheme_32,72.98
2024-11-15,Scheme_32,72.22
2024-11-16,Scheme_32,71.77
2024-11-17,Scheme_32,71.68
2024-11-18,Scheme_32,71.82
2024-11-19,Scheme_32,71.04
2024-11-20,Scheme_32,71.06
2024-11-21,Scheme_32,70.97
2024-11-22,Scheme_32,71.03
2024-11-23,Scheme_32,70.48
2024-11-24,Scheme_32,71.28
2024-11-25,Scheme_32,71.31
2024-11-26,Scheme_32,70.97
2024-11-27,Scheme_32,71.03
2024-11-28,Scheme_32,71.5
2024-11-29,Scheme_32,71.13
2024-11-30,Scheme_32,70.7
2024-12-01,Scheme_32,70.69
2024-12-02,Scheme_32,70.7
2024-12-03,Scheme_32,70.93
2024-12-04,Scheme_32,71.39
2024-12-05,Scheme_32,71.65
2024-12-06,Scheme_32,71.25
2024-12-07,Scheme_32,70.95
2024-12-08,Scheme_32,70.73
2024-12-09,Scheme_32,70.98
2024-12-10,Scheme_32,71.18
2024-12-11,Scheme_32,71.58
2024-12-12,Scheme_32,71.77
2024-12-13,Scheme_32,71.6
2024-12-14,Scheme_32,71.56
2024-12-15,Scheme_32,71.14
2024-12-16,Scheme_32,71.35
2024-12-17,Scheme_32,71.18
2024-12-18,Scheme_32,71.57
2024-12-19,Scheme_32,71.77
2024-12-20,Scheme_32,72.37
2024-12-21,Scheme_32,72.52
2024-12-22,Scheme_32,72.66
2024-12-23,Scheme_32,72.62
2024-12-24,Scheme_32,72.53
2024-12-25,Scheme_32,72.47
2024-12-26,Scheme_32,72.79
2024-12-27,Scheme_32,72.41
2024-12-28,Scheme_32,72.45
2024-12-29,Scheme_32,71.97
2024-12-30,Scheme_32,72.1
2024-12-31,Scheme_32,71.98
2025-01-01,Scheme_32,72.15
2025-01-02,Scheme_32,71.95
2025-01-03,Scheme_32,71.89
2025-01-04,Scheme_32,72.1
2025-01-05,Scheme_32,72.16
2025-01-06,Scheme_32,72.64
2025-01-07,Scheme_32,72.52
2025-01-08,Scheme_32,72.37
2025-01-09,Scheme_32,72.76
2025-01-10,Scheme_32,72.67
2025-01-11,Scheme_32,72.56
2025-01-12,Scheme_32,72.7
2025-01-13,Scheme_32,72.67
2025-01-14,Scheme_32,72.6
2025-01-15,Scheme_32,72.41
2025-01-16,Scheme_32,72.84
2025-01-17,Scheme_32,72.81
2025-01-18,Scheme_32,72.66
2025-01-19,Scheme_32,72.59
2025-01-20,Scheme_32,72.72
2025-01-21,Scheme_32,73.18
2025-01-22,Scheme_32,73.15
2025-01-23,Scheme_32,72.91
2025-01-24,Scheme_32,73.5
2025-01-25,Scheme_32,73.57
2025-01-26,Scheme_32,73.55
2025-01-27,Scheme_32,73.6
2025-01-28,Scheme_32,73.24
2025-01-29,Scheme_32,73.25
2025-01-30,Scheme_32,73.5
2025-01-31,Scheme_32,73.88
2025-02-01,Scheme_32,73.79
2025-02-02,Scheme_32,73.87
2025-02-03,Scheme_32,74.26
2025-02-04,Scheme_32,74.29
2025-02-05,Scheme_32,74.53
2025-02-06,Scheme_32,74.68
2025-02-07,Scheme_32,74.5
2025-02-08,Scheme_32,74.24
2025-02-09,Scheme_32,74.58
2025-02-10,Scheme_32,73.8
2025-02-11,Scheme_32,73.62
2025-02-12,Scheme_32,73.22
2025-02-13,Scheme_32,73.56
2025-02-14,Scheme_32,73.99
2025-02-15,Scheme_32,73.79
2025-02-16,Scheme_32,74.64
2025-02-17,Scheme_32,75.07
2025-02-18,Scheme_32,75.15
2025-02-19,Scheme_32,75.62
2025-02-20,Scheme_32,75.45
2025-02-21,Scheme_32,75.39
2025-02-22,Scheme_32,75.54
2025-02-23,Scheme_32,75.36
2025-02-24,Scheme_32,74.99
2025-02-25,Scheme_32,74.73
2025-02-26,Scheme_32,74.69
2025-02-27,Scheme_32,74.85
2025-02-28,Scheme_32,74.77
2025-03-01,Scheme_32,74.3
2025-03-02,Scheme_32,74.46
2025-03-03,Scheme_32,74.86
2025-03-04,Scheme_32,74.68
2025-03-05,Scheme_32,75.2
2025-03-06,Scheme_32,75.48
2025-03-07,Scheme_32,75.19
2025-03-08,Scheme_32,75.01
2025-03-09,Scheme_32,74.94
2025-03-10,Scheme_32,74.9
2025-03-11,Scheme_32,74.19
2025-03-12,Scheme_32,73.99
2025-03-13,Scheme_32,73.84
2025-03-14,Scheme_32,74.43
2025-03-15,Scheme_32,74.51
2025-03-16,Scheme_32,74.3
2025-03-17,Scheme_32,74.18
2025-03-18,Scheme_32,74.33
2025-03-19,Scheme_32,74.24
2025-03-20,Scheme_32,74.08
2025-03-21,Scheme_32,73.94
2025-03-22,Scheme_32,74.1
2025-03-23,Scheme_32,73.71
2025-03-24,Scheme_32,73.4
2025-03-25,Scheme_32,73.14
2025-03-26,Scheme_32,72.83
2025-03-27,Scheme_32,72.6
2025-03-28,Scheme_32,72.89
2025-03-29,Scheme_32,73.22
2025-03-30,Scheme_32,73.32
2025-03-31,Scheme_32,73.41
2025-04-01,Scheme_32,73.23
2025-04-02,Scheme_32,72.62
2025-04-03,Scheme_32,72.69
2025-04-04,Scheme_32,72.8
2025-04-05,Scheme_32,72.61
2025-04-06,Scheme_32,72.31
2025-04-07,Scheme_32,71.95
2025-04-08,Scheme_32,72.02
2025-04-09,Scheme_32,72.06
2025-04-10,Scheme_32,72.44
2025-04-11,Scheme_32,72.22
2025-04-12,Scheme_32,72.15
2025-04-13,Scheme_32,72.18
2025-04-14,Scheme_32,72.03
2025-04-15,Scheme_32,72.31
2025-04-16,Scheme_32,72.7
2025-04-17,Scheme_32,72.39
2025-04-18,Scheme_32,72.27
2025-04-19,Scheme_32,72.69
2025-04-20,Scheme_32,72.8
2025-04-21,Scheme_32,72.86
2025-04-22,Scheme_32,72.98
2025-04-23,Scheme_32,73.2
2025-04-24,Scheme_32,73.33
2025-04-25,Scheme_32,73.42
2025-04-26,Scheme_32,73.44
2025-04-27,Scheme_32,73.87
2025-04-28,Scheme_32,73.81
2025-04-29,Scheme_32,73.83
2025-04-30,Scheme_32,74.31
2025-05-01,Scheme_32,74.43
2025-05-02,Scheme_32,74.43
2025-05-03,Scheme_32,74.64
2025-05-04,Scheme_32,74.73
2025-05-05,Scheme_32,74.52
2025-05-06,Scheme_32,74.62
2025-05-07,Scheme_32,74.4
2025-05-08,Scheme_32,74.96
2025-05-09,Scheme_32,75.06
2025-05-10,Scheme_32,74.79
2025-05-11,Scheme_32,74.7
2025-05-12,Scheme_32,74.94
2025-05-13,Scheme_32,74.64
2025-05-14,Scheme_32,75.47
2025-05-15,Scheme_32,75.06
2025-05-16,Scheme_32,75.35
2025-05-17,Scheme_32,75.23
2025-05-18,Scheme_32,75.01
2025-05-19,Scheme_32,75.19
2025-05-20,Scheme_32,75.07
2025-05-21,Scheme_32,75.57
2025-05-22,Scheme_32,75.17
2025-05-23,Scheme_32,75.36
2025-05-24,Scheme_32,75.29
2025-05-25,Scheme_32,75.4
2025-05-26,Scheme_32,75.58
2025-05-27,Scheme_32,75.08
2025-05-28,Scheme_32,75.17
2025-05-29,Scheme_32,75.51
2025-05-30,Scheme_32,75.67
2025-05-31,Scheme_32,75.58
2025-06-01,Scheme_32,75.18
2025-06-02,Scheme_32,75.35
2025-06-03,Scheme_32,75.93
2025-06-04,Scheme_32,76.15
2025-06-05,Scheme_32,76.52
2025-06-06,Scheme_32,76.82
2025-06-07,Scheme_32,76.72
2025-06-08,Scheme_32,76.77
2025-06-09,Scheme_32,77.05
2025-06-10,Scheme_32,76.6
2025-06-11,Scheme_32,76.81
2025-06-12,Scheme_32,77.21
2025-06-13,Scheme_32,77.21
2025-06-14,Scheme_32,77.48
2025-06-15,Scheme_32,77.33
2025-06-16,Scheme_32,77.36
2025-06-17,Scheme_32,77.3
2025-06-18,Scheme_32,77.46
2025-06-19,Scheme_32,77.45
2025-06-20,Scheme_32,76.97
2025-06-21,Scheme_32,76.77
2025-06-22,Scheme_32,77.37
2025-06-23,Scheme_32,77.56
2025-06-24,Scheme_32,76.95
2025-06-25,Scheme_32,77.34
2025-06-26,Scheme_32,77.01
2025-06-27,Scheme_32,77.3
2025-06-28,Scheme_32,77.71
2025-06-29,Scheme_32,77.76
2025-06-30,Scheme_32,77.48
2025-07-01,Scheme_32,77.28
2025-07-02,Scheme_32,77.49
2025-07-03,Scheme_32,77.17
2025-07-04,Scheme_32,77.02
2025-07-05,Scheme_32,77.19
2025-07-06,Scheme_32,77.01
2025-07-07,Scheme_32,77.46
2025-07-08,Scheme_32,77.17
2025-07-09,Scheme_32,76.2
2025-07-10,Scheme_32,75.99
2025-07-11,Scheme_32,76.1
2025-07-12,Scheme_32,76.38
2025-07-13,Scheme_32,76.28
2025-07-14,Scheme_32,76.22
2025-07-15,Scheme_32,76.23
2025-07-16,Scheme_32,76.77
2025-07-17,Scheme_32,76.9
2025-07-18,Scheme_32,76.77
2025-07-19,Scheme_32,77.41
2025-07-20,Scheme_32,77.43
2025-07-21,Scheme_32,76.83
2025-07-22,Scheme_32,76.44
2025-07-23,Scheme_32,76.62
2025-07-24,Scheme_32,76.11
2025-07-25,Scheme_32,76.28
2025-07-26,Scheme_32,76.06
2025-07-27,Scheme_32,76.44
2025-07-28,Scheme_32,76.51
2025-07-29,Scheme_32,76.04
2025-07-30,Scheme_32,76.33
2025-07-31,Scheme_32,76.76
2025-08-01,Scheme_32,76.4
2025-08-02,Scheme_32,76.18
2025-08-03,Scheme_32,76.35
2025-08-04,Scheme_32,76.57
2025-08-05,Scheme_32,77.3
2025-08-06,Scheme_32,77.59
2025-08-07,Scheme_32,78.33
2025-08-08,Scheme_32,78.35
2025-08-09,Scheme_32,78.49
2025-08-10,Scheme_32,78.34
2025-08-11,Scheme_32,78.2
2025-08-12,Scheme_32,78.26
2025-08-13,Scheme_32,78.11
2025-08-14,Scheme_32,77.36
2025-08-15,Scheme_32,77.18
2025-08-16,Scheme_32,77.52
2025-08-17,Scheme_32,77.56
2025-08-18,Scheme_32,77.61
2025-08-19,Scheme_32,77.4
2025-08-20,Scheme_32,77.52
2025-08-21,Scheme_32,78.04
2025-08-22,Scheme_32,78.48
2025-08-23,Scheme_32,78.61
2025-08-24,Scheme_32,78.37
2025-08-25,Scheme_32,78.92
2025-08-26,Scheme_32,79.26
2025-08-27,Scheme_32,78.83
2025-08-28,Scheme_32,78.33
2025-08-29,Scheme_32,77.92
2025-08-30,Scheme_32,77.79
2025-08-31,Scheme_32,78.08
2025-09-01,Scheme_32,78.36
2025-09-02,Scheme_32,78.49
2025-09-03,Scheme_32,78.46
2025-09-04,Scheme_32,79.2
2025-09-05,Scheme_32,79.23
2025-09-06,Scheme_32,79.22
2025-09-07,Scheme_32,79.09
2025-09-08,Scheme_32,79.77
2025-09-09,Scheme_32,80.01
2025-09-10,Scheme_32,79.72
2025-09-11,Scheme_32,79.39
2025-09-12,Scheme_32,78.91
2025-09-13,Scheme_32,78.9
2025-09-14,Scheme_32,78.47
2025-09-15,Scheme_32,78.14
2025-09-16,Scheme_32,78.48
2025-09-17,Scheme_32,78.77
2025-09-18,Scheme_32,79.23
2025-09-19,Scheme_32,78.81
2025-09-20,Scheme_32,78.53
2025-09-21,Scheme_32,78.36
2025-09-22,Scheme_32,78.88
2025-09-23,Scheme_32,78.91
2025-09-24,Scheme_32,79.48
2025-09-25,Scheme_32,79.69
2025-09-26,Scheme_32,79.68
2025-09-27,Scheme_32,79.87
2025-09-28,Scheme_32,79.37
2025-09-29,Scheme_32,78.77
2025-09-30,Scheme_32,78.87
2025-10-01,Scheme_32,78.89
2025-10-02,Scheme_32,79.49
2025-10-03,Scheme_32,79.1
2025-10-04,Scheme_32,79.23
2025-10-05,Scheme_32,79.46
2025-10-06,Scheme_32,79.58
2025-10-07,Scheme_32,79.93
2025-10-08,Scheme_32,79.76
2025-10-09,Scheme_32,80.03
2025-10-10,Scheme_32,80.22
2025-10-11,Scheme_32,80.59
2025-10-12,Scheme_32,80.46
2025-10-13,Scheme_32,80.12
2025-10-14,Scheme_32,79.95
2025-10-15,Scheme_32,79.66
2025-10-16,Scheme_32,79.51
2025-10-17,Scheme_32,79.43
2025-10-18,Scheme_32,79.17
2025-10-19,Scheme_32,79.19
2025-10-20,Scheme_32,78.86
2025-10-21,Scheme_32,78.86
2025-10-22,Scheme_32,78.73
2025-10-23,Scheme_32,78.71
2025-10-24,Scheme_32,78.85
2025-10-25,Scheme_32,78.75
2025-10-26,Scheme_32,78.53
2025-10-27,Scheme_32,78.36
2025-10-28,Scheme_32,78.68
2025-10-29,Scheme_32,79.09
2025-10-30,Scheme_32,78.95
2025-10-31,Scheme_32,78.93
2025-11-01,Scheme_32,78.43
2025-11-02,Scheme_32,78.4
2025-11-03,Scheme_32,77.98
2025-11-04,Scheme_32,77.86
2025-11-05,Scheme_32,78.2
2025-11-06,Scheme_32,77.77
2025-11-07,Scheme_32,77.52
2025-11-08,Scheme_32,77.27
2025-11-09,Scheme_32,76.79
2025-11-10,Scheme_32,77.07
2025-11-11,Scheme_32,77.17
2025-11-12,Scheme_32,77.73
2025-11-13,Scheme_32,77.46
2025-11-14,Scheme_32,76.94
2025-11-15,Scheme_32,77.25
2025-11-16,Scheme_32,77.16
2025-11-17,Scheme_32,77.04
2025-11-18,Scheme_32,77.5
2025-11-19,Scheme_32,77.57
2025-11-20,Scheme_32,77.86
2025-11-21,Scheme_32,77.7
2025-11-22,Scheme_32,77.5
2025-11-23,Scheme_32,77.41
2025-11-24,Scheme_32,77.63
2025-11-25,Scheme_32,77.67
2025-11-26,Scheme_32,77.83
2025-11-27,Scheme_32,77.07
2025-11-28,Scheme_32,76.52
2025-11-29,Scheme_32,75.9
2025-11-30,Scheme_32,75.8
2025-12-01,Scheme_32,75.4
2025-12-02,Scheme_32,75.93
2025-12-03,Scheme_32,75.94
2025-12-04,Scheme_32,76.03
2025-12-05,Scheme_32,75.72
2025-12-06,Scheme_32,75.4
2025-12-07,Scheme_32,75.89
2025-12-08,Scheme_32,76.44
2025-12-09,Scheme_32,76.59
2025-12-10,Scheme_32,76.0
2025-12-11,Scheme_32,75.89
2025-12-12,Scheme_32,76.01
2025-12-13,Scheme_32,75.96
2025-12-14,Scheme_32,75.34
2025-12-15,Scheme_32,75.92
2025-12-16,Scheme_32,75.69
2025-12-17,Scheme_32,75.3
2025-12-18,Scheme_32,75.31
2025-12-19,Scheme_32,75.69
2025-12-20,Scheme_32,75.86
2025-12-21,Scheme_32,75.49
2025-12-22,Scheme_32,75.06
2025-12-23,Scheme_32,74.43
2025-12-24,Scheme_32,74.36
2025-12-25,Scheme_32,74.24
2025-12-26,Scheme_32,74.41
2025-12-27,Scheme_32,74.23
2025-12-28,Scheme_32,74.54
2025-12-29,Scheme_32,74.76
2025-12-30,Scheme_32,74.56
2025-12-31,Scheme_32,74.69
2022-01-01,Scheme_33,50.42
2022-01-02,Scheme_33,50.15
2022-01-03,Scheme_33,50.11
2022-01-04,Scheme_33,50.06
2022-01-05,Scheme_33,49.97
2022-01-06,Scheme_33,50.23
2022-01-07,Scheme_33,50.51
2022-01-08,Scheme_33,50.66
2022-01-09,Scheme_33,50.78
2022-01-10,Scheme_33,50.64
2022-01-11,Scheme_33,50.75
2022-01-12,Scheme_33,50.39
2022-01-13,Scheme_33,51.15
2022-01-14,Scheme_33,51.58
2022-01-15,Scheme_33,51.88
2022-01-16,Scheme_33,52.03
2022-01-17,Scheme_33,52.17
2022-01-18,Scheme_33,51.68
2022-01-19,Scheme_33,51.33
2022-01-20,Scheme_33,51.0
2022-01-21,Scheme_33,51.04
2022-01-22,Scheme_33,50.98
2022-01-23,Scheme_33,51.24
2022-01-24,Scheme_33,50.97
2022-01-25,Scheme_33,51.3
2022-01-26,Scheme_33,51.07
2022-01-27,Scheme_33,50.97
2022-01-28,Scheme_33,51.26
2022-01-29,Scheme_33,51.43
2022-01-30,Scheme_33,51.07
2022-01-31,Scheme_33,51.41
2022-02-01,Scheme_33,51.46
2022-02-02,Scheme_33,50.84
2022-02-03,Scheme_33,50.6
2022-02-04,Scheme_33,50.5
2022-02-05,Scheme_33,50.17
2022-02-06,Scheme_33,50.59
2022-02-07,Scheme_33,50.5
2022-02-08,Scheme_33,50.66
2022-02-09,Scheme_33,50.74
2022-02-10,Scheme_33,50.97
2022-02-11,Scheme_33,51.49
2022-02-12,Scheme_33,51.72
2022-02-13,Scheme_33,52.26
2022-02-14,Scheme_33,52.49
2022-02-15,Scheme_33,52.55
2022-02-16,Scheme_33,52.67
2022-02-17,Scheme_33,51.9
2022-02-18,Scheme_33,51.78
2022-02-19,Scheme_33,51.76
2022-02-20,Scheme_33,51.91
2022-02-21,Scheme_33,51.92
2022-02-22,Scheme_33,52.04
2022-02-23,Scheme_33,51.67
2022-02-24,Scheme_33,51.21
2022-02-25,Scheme_33,50.88
2022-02-26,Scheme_33,51.37
2022-02-27,Scheme_33,51.01
2022-02-28,Scheme_33,50.79
2022-03-01,Scheme_33,50.84
2022-03-02,Scheme_33,50.38
2022-03-03,Scheme_33,50.14
2022-03-04,Scheme_33,50.37
2022-03-05,Scheme_33,50.25
2022-03-06,Scheme_33,50.78
2022-03-07,Scheme_33,50.29
2022-03-08,Scheme_33,50.21
2022-03-09,Scheme_33,50.09
2022-03-10,Scheme_33,50.11
2022-03-11,Scheme_33,49.76
2022-03-12,Scheme_33,49.61
2022-03-13,Scheme_33,49.87
2022-03-14,Scheme_33,49.81
2022-03-15,Scheme_33,49.51
2022-03-16,Scheme_33,50.15
2022-03-17,Scheme_33,50.18
2022-03-18,Scheme_33,50.39
2022-03-19,Scheme_33,50.64
